"id","rep","Rmax","Nstar","sigma","bw","drive_type","conversion","introduced","landscape","drive_velocity_x","drive_velocity_y","WT_velocity_x","WT_velocity_y","relative_drive_velocity_x","relative_drive_velocity_y","n_mu","n_sd","n_min","n_max","n_init","n_fin","q_mu","q_sd","q_min","q_max","q_init","q_fin","m_mu","m_sd","m_min","m_max","m_init","m_fin","drive_wave_height_mu","drive_wave_height_sd","drive_wave_height_min","drive_wave_height_max","drive_wave_height_init","drive_wave_height_fin","drive_wave_x_width_mu","drive_wave_x_width_sd","drive_wave_x_width_min","drive_wave_x_width_max","drive_wave_x_width_init","drive_wave_x_width_fin","drive_wave_y_width_1","drive_wave_y_width_2","drive_wave_y_width_3","drive_wave_y_width_4","drive_wave_y_width_5","drive_wave_y_width_6","WT_wave_height_mu","WT_wave_height_sd","WT_wave_height_min","WT_wave_height_max","WT_wave_height_init","WT_wave_height_fin","WT_wave_x_width_mu","WT_wave_x_width_sd","WT_wave_x_width_min","WT_wave_x_width_max","WT_wave_x_width_init","WT_wave_x_width_fin","WT_wave_y_width_1","WT_wave_y_width_2","WT_wave_y_width_3","WT_wave_y_width_4","WT_wave_y_width_5","WT_wave_y_width_6","relative_drive_wave_height_mu","relative_drive_wave_height_sd","relative_drive_wave_height_min","relative_drive_wave_height_max","relative_drive_wave_height_init","relative_drive_wave_height_fin","relative_drive_wave_x_width_mu","relative_drive_wave_x_width_sd","relative_drive_wave_x_width_min","relative_drive_wave_x_width_max","relative_drive_wave_x_width_init","relative_drive_wave_x_width_fin","relative_drive_wave_y_width_1","relative_drive_wave_y_width_2","relative_drive_wave_y_width_3","relative_drive_wave_y_width_4","relative_drive_wave_y_width_5","relative_drive_wave_y_width_6","crash","penetration_gen"
9634,34,3.25,5,16,1,"W_shredder",1,50,"Torus",7.57402068681971,NA,3.72937314927499,NA,2.03090985633662,NA,5348.21276595745,2388.02681784404,6,9202,5050,0,0.0596670781061006,0.110700569535227,0.00414765657403567,0.653846153846154,0.00495049504950495,0.6875,2752.7264957265,1187.9233701961,3,4788,2533,8,2.05459623092139,0.168144541223938,1.86273629134916,2.17631203856307,1.3836985442876,0.545430814625828,202.178990007225,33.7663044210907,172.909958181886,239.121713966783,85.0913659304915,22.6248183966625,NA,NA,NA,NA,NA,NA,4.89195034249849,0.896463679456501,0.708601337099729,5.86707661688493,5.32691087440246,0.398942258406591,258.15091779967,88.4181477578865,2.18518405421037,490.49012925952,1.96496583521366,8.71817754211861,NA,NA,NA,NA,NA,NA,0.384444312159189,0.0311956106546205,0.362385684322052,0.406502939996327,0.269132474911665,0.415159407404954,0.9565735949195,0.0476542886977738,0.922876924228683,0.990270265610317,0.604227120955252,0.890964429454773,NA,NA,NA,NA,NA,NA,TRUE,4
